Time (s),Grid Freq (Hz),RoCoF (Hz/s),Gear,Input Shaft RPM,Gen RPM,Torque (Nm),Target RPM,Injected Power (kW)
0.87,49.635515686289295,2.1491534211776298,12,3000,1500.0,180.0,1500,28.274333882308138
0.88,49.65772644703566,2.2886159418181506,12,3000,1500.0,180.0,1500,28.274333882308138
0.89,49.68128800512566,2.41904634090524,12,3000,1500.0,180.0,1500,28.274333882308138
0.9,49.70610737385376,2.5399298692420302,12,3000,1500.0,180.0,1500,28.274333882308138
0.91,49.7320866025105,2.6507894547691535,12,3000,1500.0,180.0,1500,28.274333882308138
0.92,49.759123162949145,2.7511875853480916,12,3000,1500.0,180.0,1500,28.274333882308138
0.93,49.78711035421746,2.8407280354258546,12,3000,1500.0,180.0,1500,28.274333882308138
0.9400000000000001,49.81593772365766,2.91905742975338,12,3000,1500.0,180.0,1500,28.274333882308138
0.9500000000000001,49.84549150281253,2.9858666379954713,12,3000,1500.0,180.0,1500,28.274333882308138
0.96,49.87565505641757,3.0408919947305435,12,3000,1500.0,180.0,1500,28.274333882308138
0.97,49.90630934270714,3.0839163400138148,12,3000,1500.0,180.0,1500,28.274333882308138
0.98,49.93733338321785,3.1147698764101506,12,3000,1500.0,180.0,1500,28.274333882308138
0.99,49.96860474023534,3.1333308391076287,12,3000,1500.0,180.0,1500,28.274333882308138
1.0,50.0,3.1395259764657624,12,3000,1500.0,180.0,1500,28.274333882308138
1.01,50.03139525976466,3.1333308391076287,12,3000,1500.0,180.0,1500,28.274333882308138
1.02,50.06266661678215,3.1147698764101506,12,3000,1500.0,180.0,1500,28.274333882308138
1.03,50.09369065729286,3.0839163400138148,12,3000,1500.0,180.0,1500,28.274333882308138
1.04,50.12434494358243,3.0408919947305435,12,3000,1500.0,180.0,1500,28.274333882308138
1.05,50.15450849718747,2.9858666379954713,12,3000,1500.0,180.0,1500,28.274333882308138
1.06,50.18406227634234,2.91905742975338,12,3000,1500.0,180.0,1500,28.274333882308138
1.07,50.21288964578254,2.8407280354258546,12,3000,1500.0,180.0,1500,28.274333882308138
1.08,50.240876837050855,2.7511875853480916,12,3000,1500.0,180.0,1500,28.274333882308138
1.09,50.2679133974895,2.6507894547691535,12,3000,1500.0,180.0,1500,28.274333882308138
1.1,50.29389262614624,2.5399298692420302,12,3000,1500.0,180.0,1500,28.274333882308138
1.11,50.31871199487434,2.41904634090524,12,3000,1500.0,180.0,1500,28.274333882308138
1.12,50.34227355296434,2.2886159418181506,12,3000,1500.0,180.0,1500,28.274333882308138
1.1300000000000001,50.364484313710705,2.1491534211776298,12,3000,1500.0,180.0,1500,28.274333882308138
1.1400000000000001,50.385256621387896,2.0012091738383475,12,3000,1500.0,180.0,1500,28.274333882308138
1.1500000000000001,50.40450849718747,1.8453670681555678,12,3000,1500.0,180.0,1500,28.274333882308138
1.16,50.42216396275101,1.6822421417231226,12,3000,1500.0,180.0,1500,28.274333882308138
1.17,50.438153340021934,1.5124781741000959,12,3000,1500.0,180.0,1500,28.274333882308138
1.18,50.45241352623301,1.3367451461096636,12,3000,1500.0,180.0,1500,28.274333882308138
